sales,discount,age,gender,cust_state,tenure,profit,month
2305.28,0,31,M,PR,25,115.26,7
2694.84,25,31,W,GO,24,109.74,6
1528.95,25,23,W,PA,20,51.45,11
1479.18,0,39,M,BA,19,73.96,2
2211.09,0,49,M,SP,28,110.55,9
1567.5,0,25,nan,CE,15,78.38,2
700.52,25,26,W,PA,10,10.03,8
1301.74,0,41,M,RJ,16,65.09,3
2549.62,25,33,nan,CE,19,102.48,10
1224.52,0,27,W,AM,20,61.23,3
2281.1,25,30,W,ES,15,89.06,6
2154.67,0,31,M,RS,22,107.73,13
2195.87,0,34,M,SP,20,109.79,11
2554.51,25,27,W,MG,20,102.73,9
1758.42,0,31,W,PR,17,87.92,4
1455.09,0,24,M,CE,17,72.75,3
2071.58,0,32,M,SP,29,103.58,2
2291.68,25,36,W,MG,18,89.58,7
5374.17,0,33,O,SP,27,268.71,2
2308.54,25,22,W,PE,19,90.43,5
1356.34,0,39,M,RJ,20,67.82,4
2008.9,0,45,W,CE,26,100.44,4
1188.93,0,35,M,AM,21,59.45,2
818.26,0,31,W,RS,18,40.91,3
1866.84,0,37,M,MG,16,93.34,6
515.94,0,20,W,DF,17,25.8,3
1853.11,0,43,M,CE,23,92.66,4
1626.43,0,34,O,MA,14,81.32,8
1589.82,0,28,M,AL,19,79.49,1
2873.86,25,42,W,ES,17,118.69,8
2139.47,0,29,O,SP,18,106.97,7
988.08,25,52,W,PA,23,24.4,5
1923.01,0,29,M,RS,28,96.15,12
2377.78,0,31,M,SP,14,118.89,7
1662.73,25,35,W,PB,18,58.14,6
680.88,0,21,M,MS,17,34.04,8
2421.51,0,30,M,SP,16,121.08,10
2085.84,0,29,M,SP,10,104.29,9
1321.73,0,30,M,RJ,17,66.09,3
1051.62,0,22,M,BA,17,52.58,6
1178.22,0,26,M,RJ,22,58.91,4
2855.37,25,28,W,SP,13,117.77,7
2607.14,0,37,M,MG,23,130.36,5
1606.77,0,41,W,PB,19,80.34,4
2285.06,0,42,O,SP,24,114.25,3
1596.02,25,26,W,MA,17,54.8,6
1970.39,0,30,M,SP,20,98.52,5
2691.09,25,36,W,RS,20,109.55,6
2372.64,25,33,W,SP,17,93.63,7
675.46,0,27,nan,AL,22,33.77,3
1875.97,0,26,W,MG,15,93.8,4
1865.84,0,26,M,SP,27,93.29,1
552.31,0,28,O,PI,20,27.62,0
1654.16,0,30,W,SP,30,82.71,3
2458.05,0,27,O,GO,21,122.9,8
1467.49,0,26,M,RJ,16,73.37,10
1930.87,0,23,O,SP,21,96.54,6
1577.9,25,19,W,DF,18,53.9,7
1914.27,0,31,M,SP,18,95.71,5
2518.39,0,46,M,SP,22,125.92,7
2011.35,25,34,W,BA,10,75.57,6
2311.59,0,35,O,SP,18,115.58,10
1951.23,0,35,M,SP,21,97.56,0
1489.09,0,26,M,PR,16,74.45,3
2409.09,0,26,M,GO,14,120.45,9
2374.5,25,28,W,SP,21,93.72,12
2402.04,25,20,W,MG,22,95.1,7
1606.22,0,29,nan,MG,22,80.31,3
1529.02,25,41,W,SC,12,51.45,8
1386.56,0,25,O,BA,19,69.33,7
2036.99,0,30,nan,CE,28,101.85,7
2274.43,0,34,M,MG,27,113.72,4
1593.2,0,31,W,MG,23,79.66,3
1911.75,25,46,W,RJ,23,70.59,7
2486.73,0,27,M,GO,20,124.34,8
1912.87,25,31,W,RJ,18,70.64,6
524.1,0,25,M,PA,27,26.2,6
1646.84,0,29,nan,BA,24,82.34,6
1174.03,0,30,nan,RJ,21,58.7,4
2440.47,25,24,W,SP,23,97.02,6
2412.71,25,32,W,MG,24,95.64,10
1747.72,0,38,W,CE,22,87.39,2
1168.38,0,27,nan,RJ,15,58.42,4
2149.8,25,30,nan,ES,22,82.49,7
1149.61,0,22,nan,RS,23,57.48,5
1202.03,0,26,O,RS,14,60.1,4
2424.12,0,37,M,SP,21,121.21,8
1187.93,25,49,W,AL,18,34.4,8
1650.25,0,43,W,MG,17,82.51,0
1451.3,0,28,M,RJ,17,72.56,3
1973.83,0,20,nan,MG,26,98.69,6
1556.03,0,35,O,MA,16,77.8,10
1117.6,25,28,W,PA,21,30.88,6
2829.26,0,24,O,CE,20,141.46,9
1998.06,0,38,M,MG,23,99.9,7
2052.93,25,32,W,MT,11,77.65,5
2118.65,0,31,M,PR,18,105.93,9
628.22,0,33,M,AL,8,31.41,5
1180.31,25,27,W,PI,18,34.02,6
2332.63,0,33,W,SP,26,116.63,4
1273.78,0,23,W,RO,22,63.69,2
2240.23,0,24,M,MG,18,112.01,7
1580.74,25,20,W,MA,21,54.04,5
2377.75,0,34,M,SP,20,118.89,8
1196.72,0,29,nan,BA,19,59.84,4
2222.86,25,20,W,PE,14,86.14,6
1775.94,0,38,O,MG,19,88.8,2
2326.92,0,37,M,MG,27,116.35,7
3068.3,25,32,W,SP,21,128.42,6
2421.46,25,32,W,MG,15,96.07,6
2512.03,25,36,W,CE,27,100.6,7
2361.33,0,51,M,PR,14,118.07,7
1323.44,0,24,M,MA,21,66.17,6
1629.02,0,28,O,RN,23,81.45,6
1937.14,25,35,W,BA,20,71.86,5
2095.01,25,44,W,RS,22,79.75,9
673.02,0,28,M,PA,23,33.65,4
1272.86,0,32,M,RJ,24,63.64,3
2147.68,25,28,nan,AP,24,82.38,9
2677.97,25,28,W,SP,15,108.9,7
769.19,0,29,M,MS,19,38.46,6
762.11,0,34,O,PA,21,38.11,9
2052.39,25,33,W,BA,14,77.62,7
2022.67,0,26,M,CE,19,101.13,5
1270.05,0,36,W,AM,18,63.5,3
2121.18,0,28,M,MG,14,106.06,4
1596.69,0,35,M,MA,22,79.83,6
1849.6,0,33,M,PR,19,92.48,6
2386.44,0,32,M,PR,14,119.32,4
1389.02,0,33,W,MT,18,69.45,4
1363.85,25,35,W,PI,19,43.19,6
2001.18,0,26,O,SP,21,100.06,9
1934.02,0,26,M,SP,15,96.7,5
1983.44,25,29,W,PB,22,74.17,5
1886.08,0,27,W,BA,24,94.3,4
1659.28,0,35,M,BA,15,82.96,6
1779.78,0,33,M,BA,22,88.99,9
1917.51,0,31,O,MG,18,95.88,5
2463.23,25,26,O,MG,21,98.16,11
805.99,0,41,M,SC,21,40.3,3
1831.87,0,25,M,CE,15,91.59,5
1610.96,0,28,M,BA,19,80.55,3
1717.25,0,28,W,SP,22,85.86,2
489.83,0,27,M,PA,16,24.49,5
1357.78,0,21,O,MG,23,67.89,1
2446.65,0,24,M,SP,25,122.33,5
2604.17,25,31,M,MG,19,105.21,11
2529.92,0,28,M,GO,19,126.5,5
2806.69,25,36,W,GO,16,115.33,5
1852.33,0,24,M,MG,18,92.62,6
2515.92,25,35,W,MG,19,100.8,8
2247.9,25,37,W,PR,19,87.4,6
1381.38,25,36,W,PA,20,44.07,11
1429.09,0,30,M,SC,21,71.45,14
1621.0,25,36,W,MA,16,56.05,5
1380.97,0,29,M,RS,19,69.05,6
2255.93,0,43,W,SP,23,112.8,3
2284.2,0,29,nan,SP,23,114.21,8
1236.81,0,44,M,SC,20,61.84,7
1128.87,25,29,W,PI,26,31.44,5
2425.03,25,45,W,PE,18,96.25,5
1383.59,25,21,W,MT,22,44.18,9
2342.98,0,31,W,SP,19,117.15,4
580.8,0,31,W,PA,30,29.04,3
1659.09,0,28,W,CE,19,82.95,3
1124.42,0,30,W,MT,26,56.22,4
1982.03,0,22,M,ES,20,99.1,5
1526.95,0,26,O,RS,20,76.35,10
1430.7,0,47,M,SC,26,71.54,9
1626.77,0,26,M,DF,22,81.34,8
1641.2,0,22,M,PE,22,82.06,5
1146.07,0,38,M,AM,15,57.3,1
696.35,0,25,M,RS,16,34.82,4
1986.88,0,26,M,SP,8,99.34,5
2662.97,0,29,M,PE,20,133.15,6
2937.58,25,48,W,SP,15,121.88,7
939.13,0,33,W,PA,21,46.96,4
2736.26,25,37,W,PR,19,111.81,9
2538.59,25,37,W,PR,14,101.93,6
1852.69,0,34,M,MG,22,92.63,4
1974.53,0,36,M,PR,15,98.73,7
1292.03,0,33,M,RJ,21,64.6,6
1724.61,0,27,M,BA,22,86.23,11
2661.13,25,31,W,MG,17,108.06,8
733.03,0,39,M,PA,22,36.65,5
2649.89,0,31,M,SP,29,132.49,5
2101.69,0,32,M,SP,18,105.08,7
2384.2,0,28,M,PE,19,119.21,7
2151.58,0,42,M,RS,18,107.58,12
738.27,25,24,W,PA,17,11.91,7
2510.54,25,34,W,MG,20,100.53,8
1736.5,0,37,M,RJ,23,86.82,10
1489.07,0,27,M,RJ,22,74.45,7
1642.78,25,32,W,RS,19,57.14,5
909.87,0,24,M,MS,16,45.49,3
1702.56,0,24,M,ES,17,85.13,4
1889.34,25,35,W,RJ,18,69.47,6
1709.46,0,24,M,SP,22,85.47,4
2726.84,25,26,W,GO,24,111.34,6
1283.36,0,30,M,RJ,19,64.17,7
2064.37,0,33,M,CE,21,103.22,7
2316.43,0,36,M,GO,20,115.82,8
1344.33,0,32,W,BA,21,67.22,3
1392.21,0,43,nan,SC,20,69.61,3
1445.63,25,30,W,RJ,22,47.28,7
1761.8,0,30,O,MG,17,88.09,4
1359.97,0,35,M,RS,27,68.0,7
1227.35,0,43,W,RJ,25,61.37,4
1006.76,25,38,W,PA,29,25.34,7
882.69,0,35,M,PA,18,44.13,2
2028.16,0,46,W,MG,25,101.41,3
2413.78,0,29,M,MG,22,120.69,9
2528.85,0,46,nan,SP,19,126.44,6
1404.41,0,35,M,RJ,28,70.22,4
1786.49,0,39,nan,BA,23,89.32,4
1421.19,25,23,W,MT,25,46.06,7
2517.86,25,34,W,BA,22,100.89,7
1748.2,0,31,O,PR,23,87.41,6
1154.64,0,28,W,RJ,20,57.73,4
2593.01,25,35,W,SP,24,104.65,5
2106.56,0,21,O,SP,17,105.33,10
2159.62,25,22,W,AM,20,82.98,13
3111.81,50,28,W,MG,26,105.59,12
1422.6,0,44,M,SC,19,71.13,6
2067.36,0,23,O,SP,22,103.37,4
3032.25,25,31,W,SP,23,126.61,5
1888.69,0,32,M,RJ,24,94.43,6
1958.58,0,35,W,SP,23,97.93,3
2198.63,0,34,nan,MG,17,109.93,8
2065.69,0,25,M,CE,25,103.28,6
1218.91,0,28,nan,BA,26,60.95,2
1000.67,0,28,W,AP,17,50.03,2
2162.03,0,34,M,SP,17,108.1,7
962.42,0,26,M,RS,13,48.12,5
1582.1,25,20,W,RS,31,54.1,5
1328.51,0,29,O,AM,29,66.43,2
1179.16,0,30,M,MT,17,58.96,4
2478.41,25,28,W,PR,18,98.92,8
2125.15,0,26,W,GO,17,106.26,4
1932.19,0,32,M,MG,17,96.61,6
2718.72,0,32,M,SP,23,135.94,5
1653.01,0,20,M,RS,25,82.65,9
2539.39,0,29,O,PR,19,126.97,4
2358.31,0,27,W,MG,19,117.92,4
2074.73,25,39,W,BA,24,78.74,9
735.63,25,28,W,PA,22,11.78,7
1173.61,0,30,nan,RS,22,58.68,5
1783.46,0,26,M,SP,20,89.17,5
1839.78,0,25,O,PR,15,91.99,7
2593.57,25,29,W,GO,22,104.68,5
797.83,0,35,W,MS,18,39.89,4
2172.35,0,36,nan,PE,21,108.62,5
2708.87,25,41,W,MG,31,110.44,9
1662.87,0,32,M,MA,18,83.14,8
1796.65,0,32,W,CE,11,89.83,4
943.68,25,27,W,SC,19,22.18,5
1325.14,0,38,M,RJ,22,66.26,6
536.43,0,31,M,AL,28,26.82,6
909.32,0,36,W,AL,16,45.47,1
1687.81,25,23,W,RJ,18,59.39,6
1584.87,25,41,W,MS,19,54.24,7
1374.52,25,38,W,MS,15,43.73,6
2487.46,25,30,W,PE,17,99.37,8
1717.33,25,27,W,RO,21,60.87,7
451.34,0,26,W,PA,16,22.57,4
1976.19,0,23,M,SP,19,98.81,6
2220.34,0,32,M,SP,23,111.02,4
1153.69,0,28,M,RJ,18,57.68,6
925.23,0,31,M,MS,22,46.26,3
2293.56,0,30,M,GO,11,114.68,4
1570.92,0,29,M,MA,16,78.55,6
1682.76,0,45,M,RJ,20,84.14,8
1296.05,0,35,nan,MT,20,64.8,4
3026.2,25,25,W,SP,20,126.31,10
2619.84,0,48,M,SP,18,130.99,2
1359.93,0,27,M,RN,18,68.0,5
850.89,0,31,M,SC,15,42.54,3
1718.56,0,23,nan,BA,21,85.93,9
1821.04,0,36,O,PB,21,91.05,4
1893.26,0,27,O,SP,15,94.66,4
1006.42,0,33,M,RS,22,50.32,3
1654.49,0,29,M,RJ,17,82.72,10
1517.94,0,23,O,RJ,21,75.9,11
2583.16,0,28,M,ES,20,129.16,4
1948.49,0,25,M,SP,16,97.42,8
1635.19,25,30,W,RJ,14,56.76,7
2058.27,25,23,W,BA,20,77.91,7
1938.62,25,22,W,MG,26,71.93,5
797.53,0,27,W,MS,20,39.88,4
2505.3,0,41,O,SP,15,125.27,9
2595.81,0,38,M,SP,17,129.79,6
1372.5,0,31,O,AP,18,68.62,7
994.48,0,40,W,AL,20,49.72,3
2230.64,0,34,O,SP,8,111.53,5
1999.77,0,34,W,MG,20,99.99,4
1878.79,0,37,O,MG,18,93.94,4
511.42,0,35,nan,PA,18,25.57,3
2664.77,25,30,nan,SP,23,108.24,8
2095.6,0,26,M,SP,24,104.78,9
1856.92,25,28,W,RJ,23,67.85,9
2348.66,0,40,M,SP,18,117.43,3
675.65,0,35,M,DF,16,33.78,3
1655.41,0,50,W,BA,19,82.77,4
2035.64,0,30,M,PR,24,101.78,7
1683.1,25,26,W,RJ,25,59.16,5
1486.72,0,25,M,BA,21,74.34,3
1063.44,0,25,M,RJ,20,53.17,5
2844.65,25,35,W,SP,21,117.23,6
1696.69,25,30,W,MA,31,59.83,7
1446.24,0,30,W,MA,21,72.31,4
2807.29,25,28,W,PE,17,115.36,10
3089.8,25,35,W,SP,16,129.49,7
2588.26,25,29,W,SP,16,104.41,7
2671.18,25,34,W,SP,14,108.56,10
2730.18,25,31,W,SP,15,111.51,5
290.9,0,33,W,SE,16,14.54,3
1648.22,25,31,nan,RJ,18,57.41,5
1489.82,0,41,nan,RJ,25,74.49,4
2300.47,0,38,M,MG,21,115.02,9
2741.69,25,23,W,MG,23,112.08,8
2372.26,0,44,nan,PE,16,118.61,9
2247.02,0,40,W,SP,21,112.35,2
2267.15,0,39,W,SP,27,113.36,3
1233.65,0,34,M,SC,21,61.68,10
2267.75,0,32,M,SP,26,113.39,5
2369.34,25,35,nan,SP,30,93.47,6
1729.84,25,32,W,RS,20,61.49,6
1882.42,0,34,M,BA,22,94.12,6
1542.95,0,34,W,PB,28,77.15,4
2694.37,25,41,nan,SP,23,109.72,5
1473.31,0,18,M,PR,11,73.67,5
1512.0,0,35,O,AM,26,75.6,6
2098.35,0,31,M,SP,22,104.92,8
1403.41,25,25,W,RR,24,45.17,5
2021.97,0,27,M,SP,13,101.1,7
833.44,0,28,W,SC,12,41.67,3
1362.92,0,24,M,DF,30,68.15,6
2305.84,0,33,W,SP,19,115.29,3
1913.05,0,26,M,SP,13,95.65,8
2254.72,25,31,W,CE,15,87.74,6
1595.71,0,43,W,BA,19,79.79,3
735.21,0,30,W,RS,16,36.76,3
2587.54,25,34,W,SP,15,104.38,5
1459.62,0,32,M,PB,24,72.98,7
2262.68,25,27,W,MG,26,88.13,6
1736.99,0,31,O,MG,20,86.85,5
1664.82,0,32,M,RJ,25,83.24,8
1889.14,25,24,W,MA,28,69.46,8
1906.03,0,42,W,MG,21,95.3,4
1372.89,0,35,nan,RJ,22,68.64,5
1684.22,0,39,M,PR,17,84.21,6
1110.7,25,44,W,TO,18,30.54,10
2496.6,25,41,nan,CE,16,99.83,7
2607.16,25,29,W,PE,22,105.36,10
2132.38,25,37,W,BA,23,81.62,7
1588.48,25,28,W,RS,24,54.42,8
2117.01,0,32,M,MG,17,105.85,6
1529.29,0,23,W,PI,14,76.46,2
1822.96,25,36,W,RJ,20,66.15,9
2354.95,0,38,O,SP,19,117.75,9
2464.92,25,31,W,PE,15,98.25,5
1656.93,0,42,M,RN,20,82.85,6
2077.77,0,28,W,PE,22,103.89,3
716.5,0,26,W,RS,13,35.83,3
2355.99,25,26,W,PR,21,92.8,6
1811.42,0,29,nan,PR,17,90.57,6
2470.76,0,41,nan,SP,17,123.54,7
1551.66,0,37,M,PB,26,77.58,6
2338.78,0,35,M,BA,15,116.94,3
1454.75,0,37,M,AP,16,72.74,5
1705.04,0,31,M,RS,15,85.25,10
1610.33,25,46,nan,PA,18,55.52,7
1807.92,0,39,W,ES,30,90.4,4
2232.88,0,37,M,SP,22,111.64,5
855.53,0,37,nan,RS,20,42.78,3
1887.83,25,30,W,RR,19,69.39,6
2139.53,25,46,W,MG,20,81.98,5
2270.14,0,35,M,SP,20,113.51,6
2188.59,25,25,W,CE,13,84.43,7
1222.6,0,26,O,RJ,19,61.13,5
1691.53,0,28,M,ES,28,84.58,4
760.97,0,29,nan,MS,18,38.05,5
2061.19,0,30,W,SP,9,103.06,3
2626.88,0,34,M,CE,20,131.34,6
1534.45,0,35,W,RN,22,76.72,4
2413.13,0,37,M,GO,22,120.66,6
2595.64,25,31,W,SP,14,104.78,9
1288.39,0,30,O,SC,17,64.42,9
2543.68,25,23,W,PE,22,102.18,5
2534.52,25,28,W,CE,10,101.73,8
2262.77,0,36,M,SP,14,113.14,7
1500.96,0,26,W,MG,14,75.05,4
1539.39,25,34,W,MT,15,51.97,7
2335.46,0,47,O,RJ,24,116.77,12
1662.07,0,33,M,MG,18,83.1,3
2235.0,0,30,M,SP,27,111.75,7
1773.28,0,28,M,PR,31,88.66,6
1259.15,0,31,M,DF,17,62.96,7
835.25,0,27,M,SC,27,41.76,3
2428.51,0,40,M,SP,22,121.43,4
2489.41,25,34,W,ES,19,99.47,5
2460.35,25,37,W,SP,20,98.02,5
1952.51,0,33,M,MG,22,97.63,9
1670.72,0,42,M,PB,23,83.54,5
534.41,0,32,M,SE,21,26.72,7
1310.97,0,30,W,AP,22,65.55,4
2635.01,0,29,M,GO,19,131.75,4
1535.3,25,27,W,RJ,20,51.76,5
2709.36,25,41,W,SP,17,110.47,10
2549.29,25,30,nan,GO,12,102.46,7
2136.84,0,21,M,ES,27,106.84,12
2830.23,0,43,W,SP,15,141.51,3
1520.65,0,46,M,RJ,28,76.03,3
2249.82,0,36,M,CE,18,112.49,7
1781.14,25,41,W,RJ,19,64.06,6
2174.96,0,31,M,MG,30,108.75,10
1464.36,0,29,M,RJ,29,73.22,8
2626.44,25,39,W,SP,22,106.32,5
1715.37,0,39,M,MG,23,85.77,3
2477.2,25,35,nan,PR,28,98.86,6
2162.76,0,22,M,SP,13,108.14,4
1964.68,0,31,M,CE,21,98.23,4
2037.9,25,27,W,MG,21,76.9,7
2023.01,0,29,M,CE,18,101.15,3
2045.98,0,44,nan,PR,23,102.3,5
1436.68,0,39,O,RO,19,71.83,8
2790.6,0,44,W,GO,23,139.53,3
2088.16,0,29,W,MG,17,104.41,3
2203.25,0,38,M,SP,21,110.16,3
2306.57,0,56,M,MA,21,115.33,5
2055.65,0,38,M,MG,18,102.78,10
1258.06,0,28,M,RS,26,62.9,5
1710.72,0,34,M,MG,15,85.54,5
2332.98,25,28,W,SP,19,91.65,5
1947.21,0,33,M,MG,21,97.36,4
1649.82,25,34,W,MA,27,57.49,6
2769.23,25,27,W,BA,25,113.46,9
641.15,0,32,M,PA,24,32.06,4
2437.98,25,27,W,SP,22,96.9,10
3960.36,0,32,M,SP,17,198.02,6
2015.95,0,24,M,PE,14,100.8,8
2050.08,0,31,W,SP,15,102.5,4
2285.62,25,26,W,PE,23,89.28,5
1865.21,0,25,M,MA,20,93.26,9
1546.35,0,23,W,SP,20,77.32,4
592.28,0,31,M,PI,23,29.61,6
3995.3,0,43,M,BA,20,199.76,6
880.81,0,33,M,AL,13,44.04,6
2885.34,25,37,W,SP,27,119.27,7
1060.42,0,40,M,PA,19,53.02,5
890.45,25,33,W,PI,14,19.52,5
2319.1,25,26,W,SP,27,90.96,7
1768.78,25,29,W,RJ,16,63.44,5
2163.82,0,25,M,SP,20,108.19,7
1227.28,0,32,M,RS,18,61.36,7
2108.88,0,32,M,RN,27,105.44,8
1572.09,0,24,nan,MG,30,78.6,4
1318.54,0,26,M,RS,12,65.93,8
2002.58,0,35,M,BA,17,100.13,8
982.86,25,42,W,SE,10,24.14,7
2250.03,25,30,W,PE,19,87.5,7
1530.13,0,27,M,MG,14,76.51,4
1560.72,25,39,W,RS,19,53.04,5
1064.65,0,22,M,MS,18,53.23,4
2049.25,25,22,W,SP,19,77.46,5
2654.84,25,36,W,MG,28,107.74,7
2517.84,25,29,W,SP,22,100.89,8
1415.34,25,24,W,SC,16,45.77,7
1648.93,0,34,M,BA,22,82.45,8
2206.85,0,38,O,SP,17,110.34,2
1461.17,0,33,W,RJ,17,73.06,3
1306.27,0,28,M,RJ,29,65.31,0
2309.29,0,31,M,SP,16,115.46,7
1505.87,0,30,O,DF,15,75.29,8
1458.71,0,20,O,BA,23,72.94,6
1970.54,0,27,O,PB,21,98.53,11
1925.47,25,38,W,MA,26,71.27,6
2133.88,25,30,W,BA,18,81.69,6
2077.72,0,30,M,SP,19,103.89,7
1939.32,0,38,M,PE,24,96.97,1
2300.03,0,45,M,SP,23,115.0,1
1658.33,0,33,W,BA,27,82.92,4
1508.99,0,39,M,BA,15,75.45,2
1619.29,25,26,W,RS,25,55.96,5
1339.14,25,29,W,SC,24,41.96,10
1538.55,25,36,W,DF,18,51.93,5
1914.7,25,35,W,BA,24,70.74,8
2380.84,25,24,W,CE,22,94.04,7
3348.04,0,24,M,PI,25,167.4,7
1874.98,0,36,M,SP,17,93.75,3
2101.2,0,41,nan,SP,23,105.06,2
1232.91,25,35,W,SE,16,36.65,5
3155.01,50,38,nan,MG,19,107.75,11
1988.86,0,36,M,CE,14,99.44,6
1834.74,0,21,O,MG,26,91.74,5
2480.28,25,31,W,SP,18,99.01,10
911.48,0,35,W,RS,28,45.57,1
2656.13,25,41,W,MA,23,107.81,8
2353.27,25,49,W,BA,19,92.66,7
2022.02,0,26,M,ES,17,101.1,5
2008.65,0,27,M,ES,20,100.43,6
1071.24,0,34,M,RJ,27,53.56,3
2394.35,0,32,M,SP,12,119.72,7
2167.05,0,34,M,SP,23,108.35,4
547.77,0,25,M,AL,22,27.39,6
1350.49,0,36,O,RJ,20,67.52,6
1397.66,0,26,O,CE,16,69.88,3
1652.39,0,28,M,RS,18,82.62,10
2395.09,0,42,M,SP,18,119.75,5
2130.72,0,23,M,GO,21,106.54,8
1374.47,0,28,nan,AM,22,68.72,2
1001.25,25,25,W,TO,24,25.06,6
2131.34,0,23,nan,MG,22,106.57,10
2236.7,25,36,W,MG,15,86.84,6
2127.81,25,23,W,MG,18,81.39,6
1784.87,25,34,nan,RS,19,64.24,6
1702.21,0,35,M,PR,22,85.11,5
1221.58,25,29,W,PI,25,36.08,8
757.01,0,26,O,PI,16,37.85,1
1775.56,25,29,W,PB,28,63.78,6
1257.07,0,35,O,PA,15,62.85,9
2584.48,25,32,W,SP,29,104.22,6
1458.29,0,46,W,RN,20,72.91,4
2504.78,25,34,W,SP,13,100.24,7
1269.96,0,19,M,RR,21,63.5,5
823.69,0,31,M,PA,18,41.18,2
499.55,0,35,W,SE,26,24.98,2
1541.23,0,34,O,AM,20,77.06,7
1115.3,0,23,M,RJ,16,55.76,3
2428.57,25,37,W,PR,20,96.43,9
1856.55,0,27,M,ES,26,92.83,5
2534.77,0,31,M,MG,19,126.74,10
2635.26,25,27,W,SP,25,106.76,6
2615.78,25,31,W,SP,22,105.79,6
1018.86,0,27,M,RJ,27,50.94,4
953.68,0,25,W,RJ,16,47.68,4
2390.61,0,27,M,SP,12,119.53,7
2007.59,0,33,W,SP,24,100.38,3
2266.88,0,33,W,SP,14,113.34,4
2270.45,0,32,W,GO,26,113.52,4
1385.99,0,28,O,BA,19,69.3,7
2600.23,25,27,W,SP,19,105.01,5
1287.66,0,31,M,BA,15,64.38,2
1702.88,0,37,M,MA,21,85.14,4
1854.28,0,23,M,SP,20,92.71,2
1687.43,0,22,O,DF,20,84.37,8
1936.61,0,28,M,RJ,24,96.83,10
1842.9,0,25,M,AM,11,92.15,7
490.74,0,24,M,RS,17,24.54,2
1929.45,0,36,W,SP,22,96.47,4
1266.18,0,25,M,MT,16,63.31,12
2008.89,25,30,W,BA,23,75.44,9
2579.29,25,32,W,SP,24,103.96,8
1879.99,0,35,M,PB,26,94.0,11
1274.33,0,32,M,RJ,14,63.72,8
2330.77,0,27,M,SP,12,116.54,7
1854.28,25,39,W,MA,22,67.71,7
1297.64,0,33,W,BA,27,64.88,2
2193.18,0,24,O,PE,23,109.66,8
2094.37,0,27,M,PE,17,104.72,5
1231.56,0,25,M,RJ,22,61.58,7
999.56,25,26,W,SE,25,24.98,12
2502.88,25,34,nan,GO,18,100.14,8
446.96,0,36,M,SE,19,22.35,6
1296.93,0,24,M,RS,20,64.85,8
1521.94,0,39,nan,BA,21,76.1,6
2802.56,25,41,W,GO,18,115.13,8
1342.75,0,32,M,MT,20,67.14,5
1887.68,25,44,W,RS,17,69.38,6
2276.28,0,25,M,SP,20,113.81,8
1202.23,0,35,M,RJ,20,60.11,3
3572.83,25,24,W,SP,23,153.64,5
1151.09,0,26,M,RJ,29,57.55,5
715.57,0,23,M,RS,24,35.78,3
1752.42,0,30,M,RN,15,87.62,7
1976.01,0,23,M,SP,16,98.8,7
606.58,0,35,nan,AL,24,30.33,5
1752.97,0,33,M,MA,19,87.65,11
2208.69,0,29,M,SP,19,110.43,8
3579.42,25,33,nan,SP,20,153.97,6
2142.81,0,40,W,SP,18,107.14,2
2219.78,0,34,M,PE,22,110.99,6
2010.82,0,30,M,PE,29,100.54,5
3547.94,25,31,W,MG,26,152.4,6
1256.74,0,35,M,RJ,19,62.84,7
1826.98,0,25,M,MG,21,91.35,7
2229.67,25,27,W,MG,26,86.48,6
2021.23,0,36,nan,SP,29,101.06,2
1908.97,0,32,M,MA,13,95.45,6
1412.3,0,38,nan,RJ,16,70.61,5
1924.07,0,42,M,ES,15,96.2,4
2492.96,25,38,W,SP,15,99.65,7
807.53,25,34,W,SE,21,15.38,6
2093.69,0,34,M,ES,19,104.68,7
1023.86,0,28,O,SC,22,51.19,8
2414.91,0,26,M,MT,25,120.75,7
905.19,0,27,O,PA,16,45.26,4
1773.54,0,31,M,MG,18,88.68,4
1500.03,0,42,M,RJ,16,75.0,10
2712.09,25,30,W,PE,20,110.6,9
1724.07,0,37,M,BA,24,86.2,3
2147.21,0,39,M,MG,21,107.36,6
2148.37,25,42,W,MA,21,82.42,9
1046.66,25,30,W,PI,18,27.33,7
2054.55,25,27,W,BA,19,77.73,9
3218.42,25,39,W,SP,14,135.92,7
2754.76,25,44,W,MG,22,112.74,5
763.85,0,31,W,RO,29,38.19,4
586.8,0,29,M,PA,21,29.34,6
1345.95,0,20,nan,BA,29,67.3,3
699.45,0,25,M,PI,22,34.97,8
2712.71,25,24,W,SP,14,110.64,7
1203.18,0,32,M,RJ,16,60.16,5
760.62,0,37,M,AL,24,38.03,5
1861.65,25,29,W,MA,20,68.08,9
2751.65,0,32,M,AM,17,137.58,6
1823.57,0,22,W,SP,23,91.18,4
2023.38,0,31,M,SP,16,101.17,1
1972.86,0,36,W,PR,25,98.64,2
2004.89,0,41,W,SP,9,100.24,4
1966.93,25,30,W,BA,23,73.35,5
1928.36,0,44,nan,RS,31,96.42,9
803.83,0,25,M,PA,29,40.19,7
1738.94,25,36,nan,MA,14,61.95,6
1905.26,0,25,M,SP,17,95.26,4
1895.9,0,30,M,MG,14,94.8,5
2169.76,25,43,nan,RS,22,83.49,8
1323.13,0,25,M,MS,18,66.16,11
1622.69,0,33,W,CE,24,81.13,2
1172.6,0,43,M,PA,22,58.63,6
621.69,0,34,M,DF,14,31.08,4
1388.55,0,37,M,MS,20,69.43,9
400.51,0,24,nan,AL,25,20.03,11
